Position_X,Position_Y,Scale_X,Scale_Y,Offset_X,Offset_Y,HasHitBoxTop,HitBoxTopPosition_X,HitBoxTopPosition_Y,HitBoxTopScale_X,HitBoxTopScale_Y,HasHitBoxBottom,HitBoxBottomPosition_X,HitBoxBottomPosition_Y,HitBoxBottomScale_X,HitBoxBottomScale_Y,HasAttackBox,AttackBoxPosition_X,AttackBoxPosition_Y,AttackBoxScale_X,AttackBoxScale_Y,HasPushBox,PushBoxPosition_X,PushBoxPosition_Y,PushBoxScale_X,PushBoxScale_Y,HasGrabBox,GrabBoxPosition_X,GrabBoxPosition_Y,GrabBoxScale_X,GrabBoxScale_Y,
725,342,64,98,0,1,1,10.5,-339.249,172.8,123.942,1,-0.75,-132.885,171.3,267.771,0,0,0,0,0,1,0,-204.8,268.8,411.6,0,0,0,0,0,
9,455,60,104,0,0,1,18,-354.412,168,124.128,1,17.25,-144.922,160.5,283.591,0,0,0,0,0,1,0,-218.4,252,436.8,0,0,0,0,0,
83,455,52,104,0,0,1,18,-363.011,164.4,131.945,1,6.75,-139.45,141.9,291.408,0,0,0,0,0,1,0,-218.4,218.4,436.8,0,0,0,0,0,
149,455,47,104,2,0,1,17,-366.137,161.4,135.072,1,-1,-141.014,137.4,288.281,0,0,0,0,0,1,2,-218.4,197.4,436.8,0,0,0,0,0,
210,456,42,103,3,0,1,15,-356.22,158.4,149.632,1,-18,-134.224,119.4,271.574,0,0,0,0,0,1,3,-216.3,176.4,432.6,0,0,0,0,0,
266,457,49,102,-11,0,1,12.25,-354.121,162.3,132.925,1,-8.75003,-143.067,141.3,279.881,0,0,0,0,0,1,-11,-214.2,205.8,428.4,0,0,0,0,0,
329,455,50,104,-13,0,1,11,-366.137,156,131.945,1,-12.25,-147.267,130.5,294.534,0,0,0,0,0,1,-13,-218.4,210,436.8,0,0,0,0,0,
393,454,42,105,9,1.18323,1,16.5,-360.019,164.4,143.962,1,2.25,-139.585,156.9,284.664,0,0,0,0,0,1,9,-219.317,176.4,441,0,0,0,0,0,
449,454,51,105,27,0,1,14.25,-361.984,155.7,136.145,1,16.5,-140.769,166.2,287.791,0,0,0,0,0,1,27,-220.5,214.2,441,0,0,0,0,0,
514,455,65,104,18,0,1,12,-364.574,171,119.438,1,11.25,-145.704,175.5,291.408,0,0,0,0,0,1,18,-218.4,273,436.8,0,0,0,0,0,
593,456,64,103,0,0,1,12,-358.566,187.8,135.562,1,10.5,-135.787,172.8,287.208,0,0,0,0,0,1,0,-216.3,268.8,432.6,0,0,0,0,0,
9,585,64,104,20,0,1,-7,-361.447,169.8,141.325,1,-1,-135.542,169.8,286.718,0,0,0,0,0,1,20,-218.4,268.8,436.8,0,0,0,0,0,
87,584,54,105,20,0,1,-10,-365.111,160.8,129.892,1,0.5,-148.585,163.8,290.918,0,0,0,0,0,1,20,-220.5,226.8,441,0,0,0,0,0,
155,583,48,106,10,1,1,-8.75,-369.337,149.1,134.092,1,3.25,-146.559,155.1,298.244,0,0,0,0,0,1,10,-221.6,201.6,445.2,0,0,0,0,0,
217,582,47,107,8,1,1,-11.5,-372.219,152.4,142.982,1,-11.5,-146.314,125.4,297.754,0,0,0,0,0,1,8,-223.7,197.4,449.4,0,0,0,0,0,
278,582,51,107,16,1,1,-10.25,-368.311,143.7,144.545,1,-4.25,-142.405,140.7,289.937,0,0,0,0,0,1,16,-223.7,214.2,449.4,0,0,0,0,0,
343,582,45,107,3,1,1,-12,-376.909,153,139.855,1,-16.5,-150.222,123,299.318,0,0,0,0,0,1,3,-223.7,189,449.4,0,0,0,0,0,
402,583,44,106,11,1,1,-3.25,-371.682,156.3,145.035,1,0.5,-149.685,133.8,295.118,0,0,0,0,0,1,11,-221.6,184.8,445.2,0,0,0,0,0,
460,584,46,105,3,0,1,-0.75,-365.111,146.7,136.145,1,3,-141.55,136.2,289.354,0,0,0,0,0,1,3,-220.5,193.2,441,0,0,0,0,0,
520,585,59,104,0,0,1,6,-359.884,145.8,135.072,1,13.5,-143.359,142.8,280.464,0,0,0,0,0,1,0,-218.4,247.8,436.8,0,0,0,0,0,
628,600,64,89,0,1,1,-14.25,-303.934,201.3,131.479,1,0.75,-116.331,195.3,234.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
706,573,45,116,24,1,1,21,-416.914,183,138.571,1,11.25,-170.685,115.5,333.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
765,573,53,116,4,1,1,25.75,-409.098,179.1,144.824,1,-17.75,-166.777,134.1,319.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
832,579,69,110,-19,1,1,24.5,-388.681,172.8,132.131,1,-10,-154.959,121.8,318.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,703,64,89,0,1,1,-11.25,-312.532,204.3,120.536,1,0.75,-117.112,189.3,245.605,0,0,0,0,0,1,0,-185.9,268.8,373.8,0,0,0,0,0,
87,709,74,83,18.5,-1.56335,1,92,-285.298,157.8,104.716,1,-8.5,-118.801,178.8,231.348,0,0,0,0,0,1,18.5,-175.863,310.8,348.6,0,0,0,0,0,
175,713,114,79,13,-6,1,121,-275.082,214.8,125.437,1,-64.25,-114.837,288.3,180.154,0,0,0,0,0,1,13,-171.9,478.8,331.8,0,0,0,0,0,
303,708,122,84,0,0,1,128.25,-280.363,207.9,138.62,1,-81,-104.485,359.4,208.971,0,0,0,0,0,1,0,-176.4,512.4,352.8,0,0,0,0,0,
439,705,117,87,8,1,1,133.25,-291.917,216.9,129.333,1,-57.25,-108.222,351.9,209.064,0,0,0,0,0,1,8,-181.7,491.4,365.4,0,0,0,0,0,
570,711,83,81,68,0,1,134,-273.282,201.6,124.456,1,-15.25,-102.876,173.1,205.751,0,0,0,0,0,1,68,-170.1,348.6,340.2,0,0,0,0,0,
175,814,112,81,14,0,1,135.5,-278.753,200.4,110.386,1,-46,-119.291,332.4,188.554,0,0,0,0,0,1,14,-170.1,470.4,340.2,0,0,0,0,0,
301,815,118,80,-7,0,1,131,-271.182,177.6,114.003,1,-46,-105.466,402.6,189.044,0,0,0,0,0,1,-7,-168,495.6,336,0,0,0,0,0,
433,809,119,86,0,1,1,132,-296.852,196.8,104.809,1,-52.5,-116.284,391.8,234.568,0,0,0,0,0,1,0,-179.6,499.8,361.2,0,0,0,0,0,
566,813,83,82,71,0,1,129.5,-277.727,192.6,111.46,1,-8.5,-110.447,174.6,208.388,0,0,0,0,0,1,71,-172.2,348.6,344.4,0,0,0,0,0,
667,822,83,73,0,0,1,-60,-245.538,159.6,100.237,1,16.5,-94.674,249.6,176.841,0,0,0,0,0,1,0,-153.3,348.6,306.6,0,0,0,0,0,
764,806,64,89,1,1,1,-3.5,-304.715,211.8,123.663,1,6.25,-113.986,192.3,236.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,969,64,89,1,1,1,-5.75,-307.06,171.3,125.226,1,4,-114.767,184.8,237.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,909,42,149,14,1,1,11.75,-461.201,153.9,139.595,1,-2.5,-200.12,116.4,367.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,939,47,119,22,1,1,17.5,-375.532,152.4,124.594,1,2.5,-151.972,122.4,299.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,970,61,88,10,1,1,7,-305.742,184.2,106.956,1,-14.75,-122.829,119.7,235.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,989,58,69,5,1,1,7.25,-225.976,176.1,106.887,1,-2.5,-80.584,168.6,156.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,982,56,76,18,10,1,9,-252,175.2,105.02,1,4.5,-88.629,166.2,197.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
421,970,61,88,9,2,1,6.75,-313.34,185.7,105.392,1,4.49997,-123.392,154.2,250.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,939,47,119,7,1,1,7.75,-384.912,147.9,124.594,1,-10.25,-158.225,135.9,305.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,969,64,89,0,1,1,0.75,-304.715,171.3,129.916,1,-4.5,-117.112,187.8,236.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,1077,64,89,0,1,1,1.5,-307.06,178.8,131.479,1,-7.5,-115.549,178.8,233.098,0,0,0,0,0,1,0,-185.9,268.8,373.8,0,0,0,0,0,
87,1083,74,83,21,0,1,91.5,-278.263,166.8,96.8992,1,12.75,-111.766,162.3,226.658,0,0,0,0,0,1,21,-174.3,310.8,348.6,0,0,0,0,0,
175,1100,104,66,-37,1,0,0,0,0,0,0,0,0,0,0,1,155.75,-202.479,87.3,81.7802,1,-37,-137.6,436.8,277.2,0,0,0,0,0,
293,1102,109,64,-40,0,0,0,0,0,0,0,0,0,0,0,1,163.25,-181.301,93.3,81.1969,1,-40,-134.4,457.8,268.8,0,0,0,0,0,
416,1103,119,63,-63,0,0,0,0,0,0,0,0,0,0,0,1,157.5,-177.637,100.8,70.7435,1,-63,-132.3,499.8,264.6,0,0,0,0,0,
549,1105,114,61,-59,0,0,0,0,0,0,0,0,0,0,0,1,160.75,-182.818,93.3,77.9771,1,-59,-128.1,478.8,256.2,0,0,0,0,0,
677,1093,106,73,-34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-34,-149.3,445.2,306.6,0,0,0,0,0,
797,1072,84,94,-9,8,1,55.5,-299.617,160.8,161.859,1,38.25,-103.415,192.3,213.45,0,0,0,0,0,1,-9,-189.4,352.8,394.8,0,0,0,0,0,
9,1196,65,90,3,1,1,-32.25,-303.689,151.5,137.243,1,0,-114.522,141,224.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,1213,76,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,1224,85,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,1222,78,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
369,1224,54,62,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
437,1232,62,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,1224,54,62,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
581,1232,62,54,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
657,1218,82,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
753,1180,67,106,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-217.6,281.4,445.2,0,0,0,0,0,
9,1304,64,99,5,5,1,13.25,-338.912,177.3,134.395,1,35,-127.077,160.8,264.154,0,0,0,0,0,1,5,-202.9,268.8,415.8,0,0,0,0,0,
87,1306,66,97,9,5,1,45,-333.93,175.2,143.192,1,44.25,-126.004,155.7,262.008,0,0,0,0,0,1,9,-198.7,277.2,407.4,0,0,0,0,0,
167,1308,94,95,84,8,0,0,0,0,0,0,0,0,0,0,1,276,-267.323,67.8,40.9908,1,84,-191.5,394.8,399,0,0,0,0,0,
275,1308,92,95,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,-191.5,386.4,399,0,0,0,0,0,
381,1306,66,97,9,5,1,48,-330.022,142.2,138.502,1,45,-126.004,151.2,255.754,0,0,0,0,0,1,9,-198.7,277.2,407.4,0,0,0,0,0,
496,1300,61,103,11,0,1,39.5,-360.911,145.2,137.125,1,57.5,-141.259,127.2,282.518,0,0,0,0,0,1,11,-216.3,256.2,432.6,0,0,0,0,0,
571,1303,56,100,77,1,1,62.75,-345.794,140.7,124.525,1,88.25,-134.74,107.7,258.974,0,0,0,0,0,1,77,-209,235.2,420,0,0,0,0,0,
641,1305,90,98,173,1,0,0,0,0,0,0,0,0,0,0,1,338,-239.976,87,69.2244,1,173,-204.8,378,411.6,0,0,0,0,0,
745,1303,90,100,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,-209,378,420,0,0,0,0,0,
849,1303,56,100,78,1,1,60,-348.921,151.2,137.032,1,117,-133.959,157.2,269.918,0,0,0,0,0,1,78,-209,235.2,420,0,0,0,0,0,
919,1300,61,103,12,0,1,37.5,-361.692,139.2,135.562,1,55.5,-139.695,118.2,285.644,0,0,0,0,0,1,12,-216.3,256.2,432.6,0,0,0,0,0,
9,1417,68,111,0,0,1,-27.7501,-366.767,143.1,158.218,1,2.25,-141.643,137.1,277.034,0,0,0,0,0,1,0,-233.1,285.6,466.2,0,0,0,0,0,
91,1424,82,104,-30,4,1,-69.75,-359.011,165.9,141.325,1,0.75,-140.922,150.9,274.211,0,0,0,0,0,1,-30,-214.4,344.4,436.8,0,0,0,0,0,
187,1443,104,85,66,4,0,0,0,0,0,0,0,0,0,0,1,234,-296.442,145.8,94.3557,1,66,-174.5,436.8,357,0,0,0,0,0,
305,1440,110,88,79,5,0,0,0,0,0,0,0,0,0,0,1,252.25,-199.342,145.5,49.1114,1,79,-179.8,462,369.6,0,0,0,0,0,
429,1437,77,91,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,-187.1,323.4,382.2,0,0,0,0,0,
520,1421,67,107,-7,5,1,-12.25,-268.946,177.9,107.024,1,15.5,-105.575,155.4,205.516,0,0,0,0,0,1,-7,-219.7,281.4,449.4,0,0,0,0,0,
601,1425,66,103,-11,4,1,8.5,-327.989,145.2,141.815,1,20.5,-123.189,136.2,254.377,0,0,0,0,0,1,-11,-212.3,277.2,432.6,0,0,0,0,0,
681,1427,65,101,-11,4,1,8.5,-347.239,153,133.415,1,1,-133.059,162,274.118,0,0,0,0,0,1,-11,-208.1,273,424.2,0,0,0,0,0,
760,1425,63,103,0,4,1,13.5,-352.221,150.6,137.125,1,6,-135.695,186.6,279.391,0,0,0,0,0,1,0,-212.3,264.6,432.6,0,0,0,0,0,
9,1548,62,100,-1,5,1,12.5,-341.794,119.4,146.412,1,7.25,-129.959,153.9,266.791,0,0,0,0,0,1,-1,-205,260.4,420,0,0,0,0,0,
85,1548,76,100,-9,5,1,36,-333.977,160.2,127.652,1,42.75,-125.269,152.7,260.537,0,0,0,0,0,1,-9,-205,319.2,420,0,0,0,0,0,
175,1542,75,106,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,-222.6,315,445.2,0,0,0,0,0,
264,1544,101,104,187,-1,1,53.6667,-347.569,157.533,175.066,1,120.333,-129.682,98.2738,257.364,1,298.75,-306.948,209.7,64.7206,1,119.592,-213.329,138.274,435.451,0,0,0,0,0,
379,1548,105,100,200,0,1,49.6297,-339.518,143.222,160.964,1,121.482,-129.726,91.3701,243.262,1,347.75,-308.492,154.5,66.6809,1,117.778,-209.325,131.37,413.254,0,0,0,0,0,
498,1546,105,102,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,-213.2,441,428.4,0,0,0,0,0,
617,1542,73,106,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,-221.6,306.6,445.2,0,0,0,0,0,
704,1544,52,104,89,0,1,44,-364.574,128.4,144.452,1,113,-144.14,128.4,282.027,0,0,0,0,0,1,89,-218.4,218.4,436.8,0,0,0,0,0,
770,1546,47,102,56,0,1,19.25,-358.029,123.9,140.742,1,45.5,-136.032,128.4,268.937,0,0,0,0,0,1,56,-214.2,197.4,428.4,0,0,0,0,0,
831,1544,64,104,0,4,1,-38.25,-358.229,141.3,149.142,1,-26.25,-138.577,162.3,282.027,0,0,0,0,0,1,0,-214.4,268.8,436.8,0,0,0,0,0,
9,1667,64,99,0,5,1,30,-338.13,136.8,148.466,1,31.5,-124.732,145.8,262.591,0,0,0,0,0,1,0,-202.9,268.8,415.8,0,0,0,0,0,
87,1667,64,99,0,5,1,34.5,-338.912,151.8,140.649,1,31.5,-126.295,160.8,259.464,0,0,0,0,0,1,0,-202.9,268.8,415.8,0,0,0,0,0,
165,1662,85,104,40,4,0,0,0,0,0,0,0,0,0,0,1,172.75,-281.624,133.5,83.4809,1,40,-214.4,357,436.8,0,0,0,0,0,
264,1662,83,104,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,-214.4,348.6,436.8,0,0,0,0,0,
361,1667,64,99,1,5,1,20.5,-335.785,148.8,150.029,1,31,-122.387,148.8,248.521,0,0,0,0,0,1,1,-202.9,268.8,415.8,0,0,0,0,0,
474,1674,66,92,4,0,1,-18.5,-307.325,154.2,139.389,1,-14.75,-111.905,173.7,223.811,0,0,0,0,0,1,4,-193.2,277.2,386.4,0,0,0,0,0,
554,1691,112,75,31,0,0,0,0,0,0,0,0,0,0,0,1,175.75,-74.642,225.9,121.143,1,31,-157.5,470.4,315,0,0,0,0,0,
680,1690,111,76,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,-158.6,466.2,319.2,0,0,0,0,0,
805,1688,80,78,28,1,1,-57.5,-256.602,165,139.997,1,15.25,-92.4488,205.5,174.391,0,0,0,0,0,1,28,-162.8,336,327.6,0,0,0,0,0,
899,1674,66,92,10,0,1,-23.75,-303.417,170.7,137.826,1,-2.75,-115.032,128.7,220.684,0,0,0,0,0,1,10,-193.2,277.2,386.4,0,0,0,0,0,
9,1817,65,97,0,5,1,10.5,-321.424,147,130.685,1,13.5,-121.314,171,246.374,0,0,0,0,0,1,0,-198.7,273,407.4,0,0,0,0,0,
88,1816,75,98,27,5,1,72,-336.031,135,138.012,1,43.5,-127.322,147,274.024,0,0,0,0,0,1,27,-200.8,315,411.6,0,0,0,0,0,
177,1808,75,106,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,-217.6,315,445.2,0,0,0,0,0,
266,1807,76,107,34,5,0,0,0,0,0,0,0,0,0,0,1,167.5,-299.431,121.2,55.4337,1,34,-219.7,319.2,449.4,0,0,0,0,0,
356,1780,64,134,13,4,0,0,0,0,0,0,0,0,0,0,1,149.5,-483.763,118.8,221.988,1,13,-277.4,268.8,562.8,0,0,0,0,0,
434,1797,62,117,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-240.7,260.4,491.4,0,0,0,0,0,
510,1812,61,102,6,4,1,46.5,-348.557,148.2,145.432,1,44.25,-131.25,152.7,273.627,0,0,0,0,0,1,6,-210.2,256.2,428.4,0,0,0,0,0,
585,1811,64,103,2,4,1,10.25,-356.129,123.3,132.435,1,18.5,-138.04,175.8,274.701,0,0,0,0,0,1,2,-212.3,268.8,432.6,0,0,0,0,0,
9,1951,77,111,25,0,1,-26,-395.689,146.4,134.768,1,2.5,-162.749,203.4,312.991,0,0,0,0,0,1,25,-233.1,323.4,466.2,0,0,0,0,0,
100,1939,90,123,1,0,1,-87.5,-416.981,168,149.211,1,-64.25,-173.879,79.5,313.363,0,0,0,0,0,1,1,-258.3,378,516.6,0,0,0,0,0,
204,1929,74,133,-3,0,0,0,0,0,0,0,0,0,0,0,1,120.75,-466.121,129.3,147.437,1,-3,-279.3,310.8,558.6,0,0,0,0,0,
292,1928,73,134,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-280.4,306.6,562.8,0,0,0,0,0,
379,1928,72,134,-27,1,0,0,0,0,0,0,0,0,0,0,1,94.5001,-468.785,110.4,132.876,1,-27,-280.4,302.4,562.8,0,0,0,0,0,
465,1928,73,134,-8,1,1,-76.25,-421.102,158.1,162.58,1,-65,-163.93,96.6,329.86,0,0,0,0,0,1,-8,-280.4,306.6,562.8,0,0,0,0,0,
552,1929,74,133,-3,0,1,-70.5,-412.967,148.8,156.817,1,-59.25,-162.048,99.3,317.843,0,0,0,0,0,1,-3,-279.3,310.8,558.6,0,0,0,0,0,
640,1939,90,123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-258.3,378,516.6,0,0,0,0,0,
744,1951,77,111,25,0,1,-37.25,-391.781,198.9,148.838,1,-16.25,-154.15,162.9,302.047,0,0,0,0,0,1,25,-233.1,323.4,466.2,0,0,0,0,0,
9,2108,72,104,17,0,1,68.75,-360.666,135.9,139.762,1,35.75,-140.232,132.9,283.591,0,0,0,0,0,1,17,-218.4,302.4,436.8,0,0,0,0,0,
95,2100,53,112,25,0,1,8.5,-396.226,138.6,142.095,1,19,-161.722,102.6,298.431,0,0,0,0,0,1,25,-235.2,222.6,470.4,0,0,0,0,0,
162,2101,55,111,-7,0,1,-22.7499,-392.563,127.5,141.021,1,11,-161.967,138,314.554,0,0,0,0,0,1,-7,-233.1,231,466.2,0,0,0,0,0,
231,2092,56,120,-10,1,1,-12.25,-394.047,116.7,149.118,1,23,-157.98,139.2,308.58,0,0,0,0,0,1,-10,-251,235.2,504,0,0,0,0,0,
301,2089,53,123,-9,0,1,-12.75,-408.382,113.1,153.901,1,2.25003,-164.498,92.1001,319.617,0,0,0,0,0,1,-9,-258.3,222.6,516.6,0,0,0,0,0,
368,2076,68,136,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,-284.6,285.6,571.2,0,0,0,0,0,
450,2092,80,120,23,1,0,0,0,0,0,0,0,0,0,0,1,153.5,-437.04,123,128.794,1,23,-251,336,504,0,0,0,0,0,
544,2105,112,107,79,1,0,0,0,0,0,0,0,0,0,0,1,196.75,-282.326,231.9,69.5038,1,79,-223.7,470.4,449.4,0,0,0,0,0,
670,2107,97,105,29,0,1,-38.5,-372.927,143.4,133.018,1,4.25,-150.931,96.9,298.734,0,0,0,0,0,1,29,-220.5,407.4,441,0,0,0,0,0,
781,2108,92,104,11,0,1,-37.75,-364.574,135.9,141.325,1,1.24997,-145.704,81.8999,288.281,0,0,0,0,0,1,11,-218.4,386.4,436.8,0,0,0,0,0,
887,2103,78,109,0,1,1,-48.75,-380.327,122.1,149.818,1,15,-144.26,138.6,306.154,0,0,0,0,0,1,0,-227.9,327.6,457.8,0,0,0,0,0,
979,2103,72,109,14,1,1,-12.25,-389.708,141.9,134.185,1,17,-154.422,155.4,320.224,0,0,0,0,0,1,14,-227.9,302.4,457.8,0,0,0,0,0,
9,2226,59,107,31,1,1,4.75,-376.909,132.3,149.235,1,22,-142.405,151.8,299.318,0,0,0,0,0,1,31,-223.7,247.8,449.4,0,0,0,0,0,
82,2228,64,105,10,0,1,-3.5,-365.892,145.8,143.962,1,-2.75,-141.55,156.3,292.481,0,0,0,0,0,1,10,-220.5,268.8,441,0,0,0,0,0,
195,2242,70,91,0,0,1,18,-307.57,171,146.133,1,30,-112.932,180,222.737,0,0,0,0,0,1,0,-191.1,294,382.2,0,0,0,0,0,
279,2246,80,87,21,1,1,97.5,-284.882,153,127.769,1,68.25,-111.349,175.5,218.444,0,0,0,0,0,1,21,-181.7,336,365.4,0,0,0,0,0,
